%Base do banco modificada.
@relation Bank
@attribute 'idade' numeric
@attribute 'emprego' {'admin.', 'technician', 'services', 'management', 'retired','blue-collar', 'unemployed', 'entrepreneur', 'housemaid', 'unknown', 'self-employed', 'student'}
@attribute 'estado_civil' {'married', 'single', 'divorced'}
@attribute 'educacao' {'secondary', 'tertiary', 'primary', 'unknown'}
@attribute 'padrao' {'no', 'yes'}
@attribute 'balanco' numeric
@attribute 'moradia' {'yes', 'no'}
@attribute 'emprestimo(aluguel)' {'no', 'yes'}
@attribute 'contato' {'unknown', 'cellular', 'telephone'}
@attribute 'dia' numeric
@attribute 'mes' {'may', 'jun', 'jul', 'aug', 'oct', 'nov', 'dec', 'jan', 'feb','mar', 'apr', 'sep'}
@attribute 'duracao' numeric
@attribute 'campanha' numeric
@attribute 'dias_pagamento' numeric
@attribute 'anterior' numeric
@attribute 'recebimento' {'unknown', 'other', 'failure', 'success'}
@attribute 'deposito' {'yes', 'no'}
@data
30,management,single,tertiary,no,2,no,no,cellular,23,mar,269,1,-1,0,unknown,no
37,services,divorced,secondary,no,241,yes,no,cellular,14,may,189,1,371,1,failure,no
40,technician,divorced,secondary,no,0,no,no,cellular,29,aug,299,3,-1,0,unknown,no
39,services,single,secondary,no,322,yes,no,cellular,11,may,35,1,350,1,failure,no
39,management,divorced,tertiary,no,2193,yes,yes,unknown,2,jun,550,3,-1,0,unknown,no
26,entrepreneur,married,tertiary,yes,144,no,yes,cellular,25,jul,730,1,-1,0,unknown,no
35,services,married,secondary,no,0,yes,no,cellular,24,jul,810,1,-1,0,unknown,no
59,management,married,unknown,no,3428,yes,yes,cellular,19,nov,103,1,-1,0,unknown,no
31,entrepreneur,married,secondary,no,10,yes,yes,cellular,29,jan,161,3,188,9,failure,no
36,management,single,tertiary,no,1841,yes,no,cellular,25,aug,141,4,-1,0,unknown,no
26,technician,single,secondary,no,84,yes,no,cellular,29,jul,70,3,-1,0,unknown,no
36,housemaid,married,primary,no,622,no,no,unknown,20,jun,55,5,-1,0,unknown,no
59,technician,married,primary,no,309,no,yes,cellular,29,jul,25,5,-1,0,unknown,no
42,services,married,secondary,no,154,yes,no,telephone,14,may,346,5,372,1,other,no
35,blue-collar,married,secondary,no,1949,yes,no,unknown,2,jun,200,3,-1,0,unknown,no
59,blue-collar,married,secondary,no,2605,no,no,cellular,30,jan,85,2,-1,0,unknown,no
44,technician,married,secondary,no,5163,no,no,cellular,11,aug,48,2,-1,0,unknown,no
34,management,married,tertiary,no,557,yes,no,cellular,16,jul,513,1,-1,0,unknown,no
36,technician,divorced,tertiary,no,119,no,no,cellular,23,jul,127,8,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,cellular,5,feb,280,2,-1,0,unknown,no
45,unknown,married,unknown,no,356,no,no,cellular,11,aug,212,2,-1,0,unknown,no
29,technician,single,secondary,no,1395,yes,no,unknown,26,may,61,1,-1,0,unknown,no
29,services,single,secondary,no,20,yes,no,unknown,15,may,431,1,-1,0,unknown,no
40,technician,married,tertiary,no,84,no,no,cellular,28,aug,715,8,-1,0,unknown,no
31,blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,1126,1,335,1,failure,no
29,technician,single,secondary,no,1856,yes,yes,cellular,18,may,134,1,-1,0,unknown,no
37,services,single,secondary,no,608,no,no,cellular,14,may,380,3,-1,0,unknown,no
35,admin.,single,secondary,no,0,no,yes,cellular,7,jul,480,1,-1,0,unknown,no
35,entrepreneur,married,tertiary,no,1859,yes,no,cellular,14,jul,227,2,-1,0,unknown,no
39,services,divorced,secondary,no,282,yes,no,cellular,17,jul,243,1,-1,0,unknown,no
28,student,single,secondary,no,154,yes,no,unknown,20,may,21,9,-1,0,unknown,no
31,services,single,secondary,no,222,yes,no,cellular,13,may,168,2,-1,0,unknown,no
34,housemaid,married,tertiary,no,897,no,no,cellular,12,aug,197,4,-1,0,unknown,no
31,entrepreneur,single,secondary,no,131,yes,no,cellular,21,jul,157,1,-1,0,unknown,no
51,blue-collar,married,primary,no,0,no,no,unknown,8,may,384,1,-1,0,unknown,no
53,management,married,tertiary,no,37,no,no,cellular,28,aug,51,9,-1,0,unknown,no
34,admin.,single,secondary,no,1704,yes,no,unknown,15,may,218,2,-1,0,unknown,no
42,technician,married,secondary,no,314,no,no,cellular,27,aug,11,22,-1,0,unknown,no
33,technician,married,secondary,no,399,yes,no,cellular,7,may,143,1,-1,0,unknown,no
29,self-employed,single,tertiary,no,300,no,no,cellular,3,feb,125,1,-1,0,unknown,no
25,services,single,secondary,no,382,yes,no,unknown,13,may,392,1,-1,0,unknown,no
42,services,married,secondary,no,1301,yes,no,cellular,21,jul,510,6,-1,0,unknown,no
46,unemployed,divorced,secondary,no,0,no,no,cellular,30,jul,638,3,-1,0,unknown,no
52,technician,married,secondary,no,930,yes,no,unknown,2,jun,94,16,-1,0,unknown,no
60,management,divorced,primary,no,21,no,yes,telephone,14,jul,113,3,-1,0,unknown,no
25,services,single,secondary,no,111,no,yes,cellular,7,jul,316,1,-1,0,unknown,no
55,technician,single,secondary,no,1199,no,yes,telephone,4,may,159,10,-1,0,unknown,no
37,unemployed,divorced,tertiary,no,1085,no,no,cellular,25,aug,146,4,-1,0,unknown,no
49,blue-collar,married,primary,no,230,no,yes,unknown,30,jun,176,1,-1,0,unknown,no
42,entrepreneur,married,primary,no,558,yes,no,cellular,6,may,186,2,-1,0,unknown,no
32,technician,single,tertiary,no,127,yes,no,cellular,27,aug,20,17,-1,0,unknown,no
43,technician,married,primary,no,4844,yes,no,cellular,19,nov,434,1,-1,0,unknown,no
26,student,single,unknown,no,826,no,no,cellular,29,jan,177,1,-1,0,unknown,no
41,technician,single,secondary,no,30,no,no,unknown,23,may,1003,1,-1,0,unknown,no
30,management,single,tertiary,no,2708,no,no,cellular,19,nov,479,1,-1,0,unknown,no
42,services,married,secondary,no,108,yes,yes,cellular,13,may,225,2,365,7,failure,no
34,blue-collar,married,secondary,no,577,no,no,unknown,14,may,337,1,-1,0,unknown,no
20,student,single,tertiary,no,2764,yes,no,unknown,29,may,139,2,-1,0,unknown,no
45,unknown,married,unknown,no,2834,no,no,cellular,4,aug,112,1,-1,0,unknown,no
58,retired,married,secondary,no,-324,yes,no,cellular,7,may,229,2,-1,0,unknown,no
51,management,married,tertiary,no,4,yes,no,cellular,21,nov,58,2,-1,0,unknown,no
55,management,married,unknown,no,559,no,no,cellular,28,jan,271,2,-1,0,unknown,no
31,technician,single,secondary,no,271,yes,no,cellular,5,may,269,1,-1,0,unknown,no
42,housemaid,single,primary,no,5774,yes,no,unknown,15,may,54,2,-1,0,unknown,no
48,blue-collar,married,primary,no,816,yes,no,cellular,31,jul,114,7,-1,0,unknown,no
62,retired,married,secondary,no,3,no,no,cellular,4,aug,151,1,-1,0,unknown,no
40,admin.,divorced,secondary,no,274,yes,yes,cellular,25,jul,53,4,-1,0,unknown,no
37,management,married,tertiary,no,11265,no,no,unknown,18,jun,417,1,-1,0,unknown,no
39,housemaid,divorced,secondary,no,70,no,no,cellular,4,jun,346,2,128,8,success,no
34,blue-collar,married,secondary,no,405,yes,no,unknown,21,may,103,1,-1,0,unknown,no
52,technician,married,secondary,no,22755,yes,no,unknown,29,may,70,2,-1,0,unknown,no
35,admin.,married,secondary,no,557,yes,no,cellular,17,jun,54,4,-1,0,unknown,no
56,admin.,married,secondary,no,1554,yes,yes,cellular,6,feb,15,6,190,27,other,no
37,blue-collar,married,primary,no,89,no,yes,telephone,8,jul,336,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,444,yes,no,cellular,15,apr,244,3,-1,0,unknown,no
31,student,single,tertiary,no,4951,no,no,cellular,28,jun,150,3,-1,0,unknown,no
42,admin.,single,secondary,no,30,yes,no,cellular,4,feb,98,1,266,3,failure,no
27,services,married,secondary,no,1,no,no,cellular,29,jan,528,3,-1,0,unknown,no
33,technician,single,secondary,no,0,no,no,unknown,3,jul,1106,2,-1,0,unknown,no
31,management,single,tertiary,no,0,yes,no,cellular,30,apr,97,2,87,2,other,no
53,blue-collar,married,secondary,no,1093,yes,yes,unknown,16,jun,244,3,-1,0,unknown,no
56,technician,divorced,secondary,no,1561,no,no,cellular,13,aug,75,1,-1,0,unknown,no
80,retired,married,primary,no,1861,no,no,telephone,14,apr,563,2,-1,0,unknown,no
63,housemaid,married,primary,no,333,no,no,telephone,1,oct,321,1,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,342,yes,no,unknown,6,jun,212,1,-1,0,unknown,no
43,admin.,married,secondary,no,388,yes,no,cellular,19,nov,111,2,-1,0,unknown,no
62,retired,married,primary,no,1515,yes,no,cellular,19,oct,131,1,187,2,failure,no
25,admin.,single,secondary,no,654,no,no,cellular,8,apr,216,1,-1,0,unknown,no
51,services,married,secondary,no,-467,no,no,unknown,9,jun,216,5,-1,0,unknown,no
39,blue-collar,married,primary,no,398,yes,no,cellular,12,may,256,1,-1,0,unknown,no
47,technician,married,secondary,no,0,no,no,unknown,11,nov,74,1,-1,0,unknown,no
39,blue-collar,married,primary,no,12848,yes,no,unknown,5,jun,337,2,-1,0,unknown,no
32,technician,single,secondary,no,5205,no,no,cellular,20,nov,352,1,-1,0,unknown,no
30,management,married,tertiary,no,-181,yes,no,cellular,19,nov,621,2,-1,0,unknown,no
34,management,married,tertiary,no,250,no,no,cellular,9,dec,787,1,188,8,other,no
41,admin.,divorced,secondary,no,110,yes,yes,cellular,5,feb,76,2,-1,0,unknown,no
44,management,married,tertiary,no,445,no,yes,telephone,6,feb,135,2,9,7,other,no
43,management,married,tertiary,no,175,yes,no,cellular,17,apr,129,4,337,1,other,no
30,technician,single,secondary,no,458,no,no,cellular,20,nov,51,7,-1,0,unknown,no
46,management,married,secondary,no,5127,no,no,cellular,6,aug,472,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,928,no,no,cellular,17,apr,224,3,-1,0,unknown,no
56,admin.,married,secondary,no,105,no,no,telephone,15,jul,80,2,-1,0,unknown,no
44,self-employed,single,tertiary,no,18558,yes,no,cellular,20,nov,51,1,190,4,other,no
37,technician,single,secondary,yes,375,no,no,unknown,9,jun,223,2,-1,0,unknown,no
36,management,divorced,tertiary,no,133,yes,no,unknown,9,may,117,1,-1,0,unknown,no
24,management,married,secondary,no,2278,yes,no,unknown,27,may,77,4,-1,0,unknown,no
49,technician,single,unknown,no,443,no,no,unknown,20,jun,25,11,-1,0,unknown,no
69,services,married,unknown,no,23592,no,no,cellular,3,jul,837,3,-1,0,unknown,no
47,housemaid,divorced,primary,no,61,no,no,cellular,29,jul,69,5,-1,0,unknown,no
29,services,single,secondary,no,192,no,no,cellular,30,jan,327,4,-1,0,unknown,no
31,technician,single,secondary,no,628,yes,no,unknown,12,may,1083,2,-1,0,unknown,no
42,management,married,secondary,no,372,yes,no,telephone,31,jul,130,8,-1,0,unknown,no
30,management,single,tertiary,no,222,no,yes,cellular,4,feb,111,1,204,2,other,no
26,admin.,married,secondary,no,2469,no,no,cellular,16,jul,136,8,-1,0,unknown,no
37,unemployed,married,secondary,no,459,no,no,cellular,20,nov,109,4,-1,0,unknown,no
28,blue-collar,married,primary,no,254,yes,no,cellular,20,apr,149,2,-1,0,unknown,no
36,management,divorced,tertiary,no,563,no,no,unknown,20,jun,10,4,-1,0,unknown,no
46,blue-collar,married,primary,no,-29,yes,no,unknown,12,may,322,1,-1,0,unknown,no
58,blue-collar,married,primary,no,494,no,no,cellular,14,aug,171,10,-1,0,unknown,no
46,blue-collar,married,secondary,no,781,no,no,unknown,13,may,152,1,-1,0,unknown,no
47,management,married,primary,no,2793,yes,no,telephone,25,jul,102,4,-1,0,unknown,no
50,services,married,secondary,no,1134,no,no,unknown,18,jun,53,2,-1,0,unknown,no
47,technician,married,tertiary,no,4568,no,no,unknown,9,jun,100,1,-1,0,unknown,no
26,student,single,secondary,no,0,yes,no,unknown,5,may,610,2,-1,0,unknown,no
42,technician,married,tertiary,no,1189,no,no,unknown,5,jun,323,3,-1,0,unknown,no
34,technician,single,secondary,no,692,yes,no,unknown,20,may,254,1,-1,0,unknown,no
46,management,married,tertiary,no,716,yes,yes,cellular,8,may,557,1,172,1,failure,no
51,admin.,divorced,secondary,no,520,no,yes,cellular,10,jul,157,1,-1,0,unknown,no
52,unemployed,married,tertiary,no,2133,no,yes,cellular,18,jul,90,1,-1,0,unknown,no
38,technician,single,secondary,no,0,no,no,cellular,22,aug,305,2,-1,0,unknown,no
44,management,married,tertiary,no,70,no,no,cellular,20,aug,165,3,-1,0,unknown,no
52,admin.,single,unknown,no,872,yes,no,telephone,18,may,82,6,335,1,other,no
32,management,married,tertiary,no,2458,yes,no,cellular,4,may,77,2,-1,0,unknown,no
35,self-employed,single,tertiary,no,-30,no,no,cellular,4,feb,218,2,-1,0,unknown,no
36,blue-collar,married,primary,no,409,yes,no,unknown,11,jun,81,3,-1,0,unknown,no
37,self-employed,divorced,tertiary,no,60,no,yes,unknown,4,jul,426,3,-1,0,unknown,no
26,management,divorced,tertiary,no,667,no,no,telephone,19,jun,177,2,-1,0,unknown,no
32,admin.,single,secondary,no,620,no,no,cellular,17,apr,211,2,343,3,failure,no
46,admin.,divorced,secondary,no,-60,no,no,cellular,17,nov,117,1,-1,0,unknown,no
50,entrepreneur,married,primary,no,237,yes,yes,unknown,30,may,184,4,-1,0,unknown,no
43,management,married,secondary,no,373,yes,no,unknown,28,may,54,1,-1,0,unknown,no
55,unemployed,married,primary,no,1221,no,yes,cellular,8,jul,108,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,0,yes,yes,cellular,8,apr,519,1,-1,0,unknown,no
45,technician,married,secondary,no,999,yes,no,unknown,16,may,656,2,-1,0,unknown,no
48,technician,married,unknown,no,67,yes,no,unknown,14,may,328,4,-1,0,unknown,no
31,technician,married,secondary,yes,-463,yes,no,unknown,28,may,210,1,-1,0,unknown,no
46,blue-collar,married,primary,no,7934,yes,no,unknown,19,may,123,1,-1,0,unknown,no
50,entrepreneur,divorced,tertiary,no,816,no,no,cellular,19,nov,630,1,-1,0,unknown,no
53,technician,married,tertiary,no,2557,no,no,cellular,29,jul,95,4,182,7,success,no
36,entrepreneur,married,secondary,no,546,no,no,cellular,9,feb,297,3,-1,0,unknown,no
50,entrepreneur,married,secondary,no,78,no,no,telephone,4,jun,143,1,-1,0,unknown,no
40,management,married,tertiary,no,24450,no,no,cellular,25,aug,73,2,-1,0,unknown,no
39,admin.,divorced,secondary,no,765,no,no,unknown,9,jun,155,3,-1,0,unknown,no
38,management,single,tertiary,no,91,yes,no,unknown,19,may,492,9,-1,0,unknown,no
32,technician,single,tertiary,no,703,yes,no,cellular,3,feb,489,2,271,2,success,no
31,technician,married,secondary,no,589,yes,yes,unknown,21,may,151,1,-1,0,unknown,no
41,admin.,married,secondary,no,0,no,no,unknown,20,jun,89,1,-1,0,unknown,no
41,self-employed,single,tertiary,no,1755,no,no,unknown,11,jun,152,10,-1,0,unknown,no
58,retired,married,primary,no,269,yes,no,unknown,16,may,38,2,-1,0,unknown,no
36,technician,married,secondary,no,432,yes,no,cellular,11,may,61,3,255,2,failure,no
54,self-employed,divorced,primary,no,4382,yes,no,telephone,18,may,193,4,-1,0,unknown,no
32,services,married,secondary,no,109,yes,no,unknown,2,jun,364,13,-1,0,unknown,no
54,retired,divorced,primary,no,52,no,no,unknown,19,jun,184,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,922,no,yes,cellular,14,jul,151,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,1779,yes,no,unknown,5,jun,85,2,-1,0,unknown,no
34,technician,divorced,secondary,no,8,yes,no,cellular,6,may,569,2,-1,0,unknown,no
46,blue-collar,married,primary,no,-271,yes,no,cellular,25,jul,65,2,-1,0,unknown,no
45,admin.,married,secondary,no,0,no,no,cellular,19,aug,145,10,-1,0,unknown,no
30,management,married,tertiary,no,14,no,no,cellular,24,jul,90,2,-1,0,unknown,no
38,admin.,married,secondary,no,215,yes,yes,unknown,6,jun,173,2,-1,0,unknown,no
31,student,single,tertiary,no,307,no,no,cellular,20,nov,597,2,-1,0,unknown,no
30,entrepreneur,single,secondary,no,265,yes,yes,unknown,3,jun,67,10,-1,0,unknown,no
43,admin.,married,secondary,no,323,yes,yes,cellular,12,may,43,3,369,2,failure,no
26,management,single,tertiary,no,800,yes,no,cellular,30,jan,405,2,-1,0,unknown,no
32,technician,single,tertiary,no,392,yes,no,cellular,21,nov,148,2,-1,0,unknown,no
33,services,single,secondary,no,406,yes,no,cellular,5,feb,61,1,275,1,failure,no
40,blue-collar,married,primary,no,104,yes,no,unknown,26,may,470,2,-1,0,unknown,no
47,housemaid,divorced,secondary,no,1453,no,no,unknown,12,jun,303,1,-1,0,unknown,no
34,blue-collar,single,tertiary,no,1168,no,no,cellular,6,feb,163,2,-1,0,unknown,no
39,blue-collar,married,primary,no,766,yes,no,unknown,3,jun,350,3,-1,0,unknown,no
49,blue-collar,married,tertiary,no,1784,no,no,unknown,12,jun,753,1,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,3,yes,no,cellular,31,jul,228,4,-1,0,unknown,no
45,technician,married,secondary,no,1412,yes,no,cellular,11,may,764,4,-1,0,unknown,no
45,technician,married,secondary,no,-312,yes,no,cellular,16,jul,268,1,-1,0,unknown,no
54,housemaid,married,primary,no,167,yes,no,cellular,22,jul,106,2,-1,0,unknown,no
34,services,single,secondary,no,1239,yes,no,unknown,23,may,164,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,776,yes,no,unknown,29,may,306,1,-1,0,unknown,no
56,admin.,single,secondary,no,-13,no,no,unknown,16,jun,52,3,-1,0,unknown,no
60,admin.,divorced,secondary,no,4519,no,no,cellular,2,feb,152,1,-1,0,unknown,no
56,retired,married,tertiary,no,5769,no,no,unknown,20,jun,15,3,-1,0,unknown,no
60,retired,married,primary,no,414,no,no,unknown,8,may,395,1,-1,0,unknown,no
57,entrepreneur,married,tertiary,no,958,no,no,unknown,6,jun,250,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,922,yes,no,cellular,18,may,72,1,-1,0,unknown,no
39,management,married,secondary,no,1585,yes,no,cellular,30,jan,82,2,-1,0,unknown,no
33,blue-collar,single,primary,no,910,yes,no,cellular,20,apr,42,1,-1,0,unknown,no
61,retired,married,primary,no,3738,no,no,telephone,6,feb,188,1,-1,0,unknown,no
58,management,single,tertiary,no,1387,yes,no,telephone,3,feb,140,6,6,6,other,no
27,blue-collar,single,secondary,yes,-3,yes,no,unknown,19,may,265,5,-1,0,unknown,no
37,services,married,secondary,no,144,yes,no,cellular,20,apr,724,2,-1,0,unknown,no
34,technician,single,secondary,yes,103,yes,yes,cellular,24,jul,147,1,-1,0,unknown,no
35,admin.,married,secondary,no,0,yes,no,cellular,20,apr,18,5,-1,0,unknown,no
35,management,married,tertiary,no,-547,yes,no,cellular,14,aug,101,2,-1,0,unknown,no
49,management,divorced,tertiary,no,9326,yes,no,unknown,3,jun,166,1,-1,0,unknown,no
34,services,divorced,secondary,no,1281,no,no,cellular,5,feb,237,1,-1,0,unknown,no
34,blue-collar,married,primary,no,267,yes,no,unknown,7,may,362,1,-1,0,unknown,no
48,management,married,tertiary,yes,0,no,yes,cellular,9,feb,18,8,-1,0,unknown,no
55,admin.,married,secondary,no,512,no,no,cellular,18,aug,115,4,-1,0,unknown,no
47,admin.,single,secondary,no,3531,yes,no,cellular,7,jul,49,6,-1,0,unknown,no
52,management,married,tertiary,no,4358,no,no,telephone,31,jul,30,7,-1,0,unknown,no
30,management,single,tertiary,no,222,yes,no,cellular,12,aug,112,4,-1,0,unknown,no
54,retired,divorced,primary,no,22,no,no,unknown,20,jun,23,4,-1,0,unknown,no
40,management,divorced,tertiary,no,37,yes,no,unknown,16,may,412,1,-1,0,unknown,no
43,technician,married,tertiary,no,591,yes,no,cellular,8,aug,889,2,-1,0,unknown,no
53,management,married,tertiary,no,12,no,no,cellular,27,aug,345,10,-1,0,unknown,no
25,admin.,single,secondary,no,131,yes,yes,unknown,9,may,237,1,-1,0,unknown,no
51,admin.,divorced,secondary,no,228,yes,no,unknown,6,may,136,1,-1,0,unknown,no
45,blue-collar,married,primary,no,1794,yes,no,unknown,14,may,174,2,-1,0,unknown,no
42,management,married,secondary,yes,-34,no,no,cellular,5,feb,176,1,-1,0,unknown,no
35,technician,married,tertiary,no,416,no,no,cellular,11,aug,591,4,-1,0,unknown,no
37,management,divorced,tertiary,no,1170,yes,yes,cellular,18,may,106,1,-1,0,unknown,no
43,blue-collar,married,primary,no,0,yes,no,unknown,12,may,3,1,-1,0,unknown,no
42,services,divorced,secondary,no,466,no,no,cellular,28,jan,48,1,-1,0,unknown,no
58,technician,married,secondary,no,1463,yes,no,cellular,12,aug,110,3,-1,0,unknown,no
43,technician,divorced,secondary,no,6835,no,no,cellular,19,nov,187,1,152,2,failure,no
29,technician,single,secondary,yes,-397,yes,no,unknown,28,may,114,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,5222,yes,no,unknown,28,may,102,1,-1,0,unknown,no
59,retired,married,primary,no,0,yes,no,cellular,28,jul,20,4,-1,0,unknown,no
36,services,married,secondary,no,526,yes,no,cellular,17,apr,333,2,324,1,other,no
44,management,divorced,tertiary,no,2422,yes,no,cellular,16,apr,399,2,269,2,failure,no
34,admin.,married,secondary,no,430,yes,no,cellular,21,jul,82,4,-1,0,unknown,no
49,management,married,tertiary,no,20,yes,no,cellular,4,feb,117,1,-1,0,unknown,no
26,technician,single,secondary,no,-211,yes,no,unknown,23,may,164,3,-1,0,unknown,no
51,housemaid,married,primary,no,1337,no,no,telephone,30,jul,74,6,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20,may,156,2,-1,0,unknown,no
33,admin.,married,secondary,no,1077,yes,no,cellular,18,may,432,3,374,3,other,no
36,services,single,secondary,no,9713,yes,no,unknown,27,may,72,3,-1,0,unknown,no
34,technician,married,tertiary,no,5547,yes,no,cellular,19,aug,73,6,-1,0,unknown,no
45,blue-collar,married,primary,no,2433,no,no,cellular,6,aug,133,2,-1,0,unknown,no
38,services,married,secondary,no,105,no,no,cellular,30,jul,244,2,-1,0,unknown,no
40,technician,divorced,secondary,no,275,no,no,cellular,13,aug,409,4,-1,0,unknown,no
54,management,married,primary,no,366,yes,no,unknown,15,may,589,1,-1,0,unknown,no
34,services,married,secondary,no,-315,yes,no,unknown,8,may,56,2,-1,0,unknown,no
51,management,single,tertiary,yes,-55,yes,no,cellular,11,may,281,2,266,6,failure,no
46,technician,married,secondary,no,0,no,no,cellular,28,aug,63,2,-1,0,unknown,no
52,services,married,secondary,no,2993,no,no,cellular,11,mar,96,6,-1,0,unknown,no
38,services,single,primary,no,3715,yes,no,telephone,13,may,41,2,327,17,failure,no
26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402,2,-1,0,unknown,no
39,admin.,married,secondary,no,1577,yes,no,unknown,4,jun,282,15,-1,0,unknown,no
54,management,married,tertiary,no,588,no,no,cellular,13,aug,327,1,-1,0,unknown,no
44,self-employed,married,primary,no,0,no,no,cellular,20,nov,843,3,-1,0,unknown,no
52,management,divorced,secondary,no,944,no,yes,unknown,9,jun,119,1,-1,0,unknown,no
43,unemployed,married,primary,no,9,yes,yes,cellular,6,may,472,1,-1,0,unknown,no
45,technician,married,secondary,no,144,yes,yes,cellular,14,jul,154,4,-1,0,unknown,no
38,services,single,tertiary,no,1222,yes,no,unknown,5,jun,237,2,-1,0,unknown,no
59,technician,married,secondary,no,0,no,no,cellular,29,aug,62,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,668,yes,no,cellular,17,apr,156,2,318,1,other,no
34,blue-collar,married,unknown,no,568,yes,no,cellular,25,jul,256,1,-1,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,29,aug,141,2,-1,0,unknown,no
36,management,married,tertiary,no,-861,yes,yes,cellular,28,jul,53,2,-1,0,unknown,no
40,admin.,single,secondary,no,877,yes,no,cellular,21,nov,12,3,177,6,failure,no
